Year,allmusic_genre,lyric_novelty_change_mean,MIR_novelty_change_mean,lyric_novelty_change_median,MIR_novelty_change_median,lyric_novelty_change_std_dev,MIR_novelty_change_std_dev
1984,Rap,12.365316584373346,2.282215887031742,12.365316584373346,2.282215887031742,4.702605040660477,0.64131692798841
1984,Rock,0.10842761367841602,0.1008433853484704,0.11335255852609497,0.10509795126608618,0.050419162653662065,0.09271271746298719
1985,Electronica,0.8244390560805436,2.54220428462994,0.9678950407220902,2.2742851709913054,0.7922239863730868,1.4217363200201094
1985,Pop,1.071870471957513,-0.22817186507285528,0.861325037451204,-0.4334612288654142,0.6715005792215359,0.43221439750471496
1985,R&B,0.5021407260349304,-0.16451475659950046,0.5169107053281565,-0.19667002855252494,0.25030112118074305,0.22742770599555015
1985,Rap,3.0665270032557572,4.569503480944301,2.7461341890175195,1.7121267072698978,2.495061741325,7.0957326784848265
1985,Rock,0.03776211793046076,0.08087373257282125,0.039782958384123004,0.06499293023204357,0.051085465697737496,0.10553649505591237
1986,Electronica,0.445047706203287,0.2887323718966069,0.6528201157054918,0.3650510643793893,0.580587546952982,1.7619933407961534
1986,Pop,0.62253262080684,0.4887215047231349,0.6224763417500242,0.5104465550764861,0.2840427054570329,0.25635913003614913
1986,R&B,0.12080958572284059,0.02765422674749917,0.09765434861681327,0.0003564848379617736,0.16181731986901413,0.13644183823662073
1986,Rap,4.09771754440147,1.45343899534289,4.130562707614216,0.2972058984523913,2.167045368813824,2.032119130111489
1986,Rock,-0.009465486684528812,0.0713204621209211,-0.00669374327772343,0.04936586179419411,0.04949538543154181,0.1745928064657492
1987,Electronica,0.07142774567131435,0.5019708088942693,0.0815619868495372,0.5173110515395075,0.13580332171086057,0.526585480656323
1987,Pop,1.0033825872122601,-0.0696940287220475,1.1889940730918518,-0.10093331043754168,0.7735920545162447,0.42320109105507253
1987,R&B,-0.1608546447434588,-0.1062127448821715,-0.16350180257071806,-0.06486722387447344,0.19814030363776775,0.3884681811164517
1987,Rap,-0.336304222141926,0.6466524264128125,-0.16239610268226554,0.5286837308187886,0.7812706084233658,0.5474122710950883
1987,Rock,0.10044417022033159,0.08290614719606894,0.09776044367917142,0.07217526706954384,0.0716960603155772,0.17188667224870569
1988,Electronica,0.2991614622885381,0.07160978653761525,0.3428602352637079,0.120321374230344,0.13208356506120375,0.24787069937441342
1988,Pop,-0.15030745863402536,0.30095725144819696,-0.1377872647883882,0.29350889306311106,0.21858777905043278,0.2138648766467298
1988,R&B,0.06184849681068786,-0.011182295975372437,0.07121327104336361,0.0072293018031033265,0.08987993566842682,0.23442518925298134
1988,Rap,0.7204190302416147,0.6098818596325322,0.7096114040641748,0.5757586730630927,0.31569305524119295,0.5779830656459926
1988,Rock,-0.011873524642743315,-0.07269913990754065,-0.009235715159856328,-0.07588566300978797,0.05843295119892535,0.15392912402742712
1989,Electronica,0.0049187650855319525,0.4464661908964102,0.22079419336257078,0.41155995368957576,0.5598703093003975,0.3557148633286299
1989,Pop,0.43648227729643785,0.4009093939389827,0.4190341600088485,0.34942164927749464,0.14443863342323998,0.2659921200777225
1989,R&B,0.28543622189820944,0.15338110461188406,0.2267537630729196,0.06054685749500183,0.343618574158935,0.33757370696678096
1989,Rap,-0.3091149870963371,0.1679464871071703,-0.3007515856468014,0.21277270641730728,0.29125179556058606,0.4544420707810371
1989,Rock,0.07493615038859583,-0.1209930572874221,0.07023438784528852,-0.10310115435465879,0.08145817108572263,0.19919168236116147
1990,Electronica,0.4595370848757325,-0.00176168213362475,0.3670469048879156,-0.02923480925087152,0.5531820468650073,0.20274627522625033
1990,Pop,0.28553829338269304,0.2544053006945054,0.28236644673174777,0.1650067768521921,0.29669389637225974,0.5600147878637177
1990,R&B,0.04850123003669789,0.11017947235676809,0.05395751373106666,0.09806878585701127,0.17486780682526804,0.13441251025636905
1990,Rap,0.11801610916602491,-0.4085135634947381,0.1117730219075013,-0.4499635939681151,0.17553546913962098,0.47521668516984167
1990,Rock,-0.011519715064265145,-0.18172727636991026,-0.013456656336004852,-0.16264376180104845,0.10250434657318065,0.18656353464720618
1991,Electronica,-0.28043288375331704,0.006072287256103676,-0.2399596418291876,0.040526543932248416,0.26889630842675066,0.22200268682125193
1991,Pop,0.8518712337227722,0.7488715287331077,0.8514530168417016,0.6649238400324392,0.2219657137846413,0.3786821843730494
1991,R&B,-0.17708683745485965,0.02797207312970792,-0.1709046060690347,0.01839926205723419,0.13730648108205426,0.17583043459647227
1991,Rap,-0.10536373081624295,-0.04308849471082445,-0.08919490395537366,-0.009204775828296595,0.37178808916455686,0.3093355041447298
1991,Rock,0.04049821415713275,-0.12639408190638216,0.058170534772402416,-0.12562824269975015,0.09103792986082583,0.1299269039120118
1992,Country,0.8345343798793257,0.5875681670715296,1.0034642343725535,0.3555824941792298,0.6089938759088106,1.0321634019448267
1992,Electronica,0.0040984869953944935,-0.0024716599160609456,-0.026911381385911454,0.055411203646929,0.32001584351680695,0.42383552466187996
1992,Pop,0.39974587933648653,0.0006997868956825945,0.30295234458039305,0.11598377513830825,0.33210675048216853,0.3859817861124706
1992,R&B,-0.0012241504686786868,-0.011176317251325712,-0.011705650943062834,-0.08783904559248208,0.1558491624975502,0.5684090300831767
1992,Rap,0.04383988772748768,0.06770331789406688,0.020947929965693814,0.08367062034786657,0.22796390303029074,0.24333662028391126
1992,Rock,-0.006354007992863329,0.06946560070351014,0.008245716508491579,0.07395476761205833,0.10348128273789368,0.1275077848901411
1993,Country,0.9340122558469639,0.029639359903197517,0.8491219153132392,0.10751764048691581,0.3836730960102611,0.27399545446553986
1993,Electronica,0.24414796995116994,0.3059117463999163,0.27132861834269545,0.2783070633175909,0.21900598657908066,0.22516448011839782
1993,Pop,0.7542489514294474,0.09541698089566378,0.6507231929666153,0.15590183143555003,0.4907846088159551,0.3883957429603182
1993,R&B,0.11902082388572478,0.19152037663547616,0.12116948080650822,0.1546263260248647,0.2314516803073586,0.4635186513187484
1993,Rap,0.20305664613701635,0.09631072452487592,0.19582115724400845,0.09301691069669615,0.13949229917533335,0.14833364385636783
1993,Rock,0.15689239315012665,-0.09896389320193966,0.1535989105772513,-0.11010858340997833,0.10003598479057339,0.13942367994815313
1994,Country,1.0711312195715033,0.7013711187085477,0.9784424377652258,0.6270911390464484,0.33262721305543536,0.6097103879990976
1994,Electronica,0.1181868525506596,0.6837543690907285,0.06788266587549971,0.4598847309891019,0.33937209796241913,1.0241649005417526
1994,Pop,0.5651878043916203,0.0424217417668371,0.6180934051096902,0.08245294286040515,0.32525142267415197,0.2654370720616472
1994,R&B,0.15488002480369353,0.17274499636538174,0.15812498570180622,0.15715456018342333,0.1383358010427524,0.25889263239252797
1994,Rap,0.25873812928294837,0.34110259864901304,0.2652692286592434,0.3105090216763031,0.12692853802355658,0.2892968967336966
1994,Rock,0.03138243882326813,-0.05609092244543442,0.0261009705612002,-0.09659027479007654,0.09526120536997475,0.19250558534452836
1995,Country,0.19051407032932596,1.0752805657936022,0.2574377673808003,0.7478915984865893,0.2801617728188926,0.8872536610141283
1995,Electronica,0.5864144584537538,0.21435522154083084,0.5840173937284943,0.07577846013764641,0.1169857536290512,0.7551042104001702
1995,Pop,1.3079785330778766,-0.11354958745456233,1.1092437403618371,-0.14307612106673706,0.5584663189290289,0.43179122882455845
1995,R&B,0.18750392532829163,-0.24184399373240223,0.18443656352569526,-0.2597283246284216,0.13804121340300976,0.4129022977301993
1995,Rap,0.06260425826418646,-0.03766314040307163,0.06950801690341979,-0.08135920969757165,0.12951370484939975,0.33487672232341753
1995,Rock,0.02764870524080415,-0.0267064451594872,0.018868250727383545,-0.018247095932801494,0.08867385422487238,0.1240163906335696
1996,Country,-0.4812980127584423,-0.33031292454411376,-0.5377502833708026,-0.35515901094048824,0.3094301838716365,0.48255211196377046
1996,Electronica,0.17630946698357114,-0.047390437275395776,0.13149840690830666,-0.06203804445693214,0.37315805652116985,0.670695237848344
1996,Pop,0.14543989838670138,0.3085061948481612,0.1453447024584601,0.3440574228849525,0.3884610511374495,0.39520825397159853
1996,R&B,0.01500562904093018,-0.07528017942951874,0.00020969245717461504,-0.026948813064900382,0.10499677313283914,0.1815935059593329
1996,Rap,0.11131953218969425,-0.12370304757303582,0.057042681959994325,-0.15265800664226115,0.2776413981660873,0.15634507765030903
1996,Rock,-0.0717152381052033,0.05639475433126639,-0.06872604260849897,0.09236757434527404,0.10167623111167161,0.3023154392593823
1997,Country,0.3354903846278568,-0.2078880370857619,0.3291375854192333,-0.20146291439174996,0.14490348692528715,0.24737187805286542
1997,Electronica,-0.005082717248500281,0.5583861375384668,0.04372338904433853,0.4217903300067271,0.5782516881657186,0.7018095423352025
1997,Pop,0.7209485943210593,1.4543741023645225,0.6793786511927544,1.2711646054433667,0.5638920538037632,1.074583972924973
1997,R&B,-0.27043459362658706,0.12950154482719675,-0.2777904081453101,0.1517481107938592,0.19360177731274378,0.19788218904692542
1997,Rap,0.08905463458277874,-0.24216298440498538,0.09248487573565162,-0.2194614197965955,0.1593501799881356,0.17087543411441744
1997,Rock,-0.1601703205330067,0.016598580130807,-0.17498924710605546,0.01718614518210458,0.14536053064221172,0.12940275965621895
1998,Country,-0.00651237421017521,-0.010393895679396635,0.010595429716189014,-0.03615513903356682,0.1636196254160742,0.16155737130964323
1998,Electronica,0.43423520105211555,0.1741752007789951,0.5592174247042543,0.4300905522289162,0.4026400477489565,0.645436733073862
1998,Pop,0.17692254392834336,2.048013052937014,0.12856628057037472,2.0391499472564307,0.5863534232606306,1.4875332809230346
1998,R&B,-0.27662175673009326,0.022653060707455253,-0.2584982022545567,0.0035343043320331673,0.23602934673848627,0.20858760759201286
1998,Rap,-0.015039356568054104,-0.04000272296932888,-0.027399547856388498,-0.029925243421883,0.25432692927577544,0.16384939913171878
1998,Rock,-0.17731814058316517,0.1033448112034324,-0.1826154447487752,0.11348205491195552,0.07731112832331957,0.09401287827495976
1999,Country,0.1236814557161421,-0.0816511391071848,0.1255255413263483,-0.09442011633956884,0.12658494251196967,0.2375710280477356
1999,Pop,0.1566555764221675,0.13467031221437767,0.13303681111462573,0.14954607966026387,0.26528182217670965,0.22321972527038597
1999,R&B,-0.05964933844165618,0.2733638012916956,-0.03201905490872228,0.24802065697272935,0.17834727717088206,0.3346311353387349
1999,Rap,0.06212920777597312,0.20165348264386498,0.07974363586344657,0.19363109482213564,0.1122345595637771,0.10168442867440176
1999,Rock,-0.009199338922040542,0.26155529063196664,-0.03046496926312564,0.20951429843882274,0.25322162452359737,0.32358039019657775
2000,Country,-0.11617840428546924,0.2290815661424502,-0.1104262447490496,0.1912450895201483,0.15793723063874082,0.22061752366334306
2000,Electronica,2.0380353123292076,1.2595762508179755,2.164586412362418,1.112184032906674,1.5903419840573048,0.7918908447369645
2000,Pop,0.2373591974299025,-0.5737451588513834,0.2027266503618543,-0.4538421607761229,0.2688715563108104,0.6090807873931942
2000,R&B,0.32324555537799343,-0.13390028115565705,0.28265383267332467,-0.12678944277802517,0.26058222431823186,0.22033490963463542
2000,Rap,-0.06016213131304082,0.25408383221406605,-0.04763337800166034,0.20271055357664267,0.1435049041306462,0.3096114584544115
2000,Rock,0.3289879316009464,-0.10137752868685482,0.3376046365945852,-0.04093487267351828,0.18198101666421002,0.3203588275068037
2001,Country,0.26360812262446853,0.060424727462830084,0.2738696213380841,0.010814328533000128,0.13318310846478576,0.2638086898691129
2001,Electronica,6.456752689001285,3.190852951860928,4.618642590602443,3.103143922894569,5.825364008362783,1.5664451725090367
2001,Pop,0.8179596477605886,-0.2730862564066203,0.7318955515405887,-0.1482300400113314,0.3481088748232092,0.38624039715005815
2001,R&B,0.38017421684703806,-0.08959221444788419,0.38329635625645775,-0.0461901938229774,0.23609611684454004,0.310137704676102
2001,Rap,-0.04147740443643504,0.06240812316671916,-0.03190469245683608,0.047413507234731256,0.13460561004573304,0.12364463945153958
2001,Rock,0.5366003363565852,0.31087654270764,0.5092480411031396,0.11952955845367211,0.4723881619624347,0.8369402265734405
2002,Country,-0.22234330685724474,-0.03947499185278639,-0.24149809953874718,-0.06215338137852372,0.16303360728813435,0.13941239822620122
2002,Electronica,4.881274716782045,0.6107278388921946,5.756344271340669,0.7376082322135464,1.5366170662186152,0.5294712021194885
2002,Pop,0.6325110652098446,0.8821074359006894,0.6092207878240121,0.6947284382518185,0.2612018527630923,1.1482764316926728
2002,R&B,0.36514224602803785,0.06391931045261784,0.3397535427751597,0.047140825436170763,0.24920681372294579,0.19703530829554827
2002,Rap,0.19790305654064863,-0.11706886196743983,0.20090559159073176,-0.12555033179208505,0.08973100497711509,0.15480909326213968
2002,Rock,0.11972934708362798,-0.1277957144917855,0.152388740391746,-0.08795755825834811,0.2545947500689982,0.18933368418006047
2003,Country,0.22252017404560162,0.1890487727043082,0.22692620780838468,0.15965992454308114,0.1082675316842546,0.14285638043186247
2003,Electronica,2.7381193970827646,1.7202543959930259,2.559208512329407,2.28491125189886,0.3119041368790644,1.595343988336785
2003,Pop,0.7400034034986809,0.40298861919947004,0.7232780604431588,0.3801215452481697,0.19258014918825136,0.4500726528493535
2003,R&B,0.13749907917615434,0.18816352553830665,0.1463192245883258,0.19296309194424222,0.16944274822402397,0.14777614818287307
2003,Rap,-0.13965078868515485,-0.043946588087946395,-0.12743326249589387,-0.028160409386861263,0.07697570336773714,0.1952763638033616
2003,Rock,0.05807779641204868,0.07199545545363158,0.07095580082080233,0.12127890702586203,0.14542059496961482,0.17382885335927994
2004,Country,0.09535319154060241,0.03485269688777608,0.11451520972758901,0.013384719541897015,0.1351699835004968,0.2517078613436111
2004,Electronica,0.0,-2.220446049250313e-16,0.15488436911363854,-0.3802530743827031,1.224744871391589,1.224744871391589
2004,Pop,0.2745420999092507,0.4427510517298143,0.288373186207038,0.20361862447635376,0.3556654881278769,0.8753829422419674
2004,R&B,0.00493690401667752,0.6352104222503712,0.03851132315586067,0.41862083235221037,0.22569545479247208,0.6317178620516049
2004,Rap,0.13999097752864895,-0.14441593229913205,0.1485976192495163,-0.15829785969291624,0.1555858902259922,0.17689694939595416
2004,Rock,-0.010084499233290153,-0.005423547621266894,-0.014383650903152216,0.016578251480746098,0.1294939913380729,0.1426651122728608
2005,Country,0.2132924798247917,0.2837443759768339,0.20456127112552125,0.2128485634789295,0.10245848786761498,0.2779426954717996
2005,Pop,-0.0630015687439876,0.14029923671840977,-0.03751822217971373,0.21911511469825665,0.2150271327254177,0.2757979551287271
2005,R&B,0.20398940175292196,0.02070177369995177,0.2087841050922934,0.04918889943074384,0.0816471783196086,0.14141299060264356
2005,Rap,-0.25655067480445437,0.08539286373827827,-0.23895899255503006,0.08879081137249442,0.2634122104781843,0.16170858426527235
2005,Rock,-0.06402172513176818,0.18409583217466763,-0.05885187358394156,0.03175545576138241,0.08763923083171278,0.9316658954006015
2006,Country,0.012940179348043007,0.1669139947359619,-0.010544783439407082,0.09153826786023186,0.24769258505534508,0.28393725097063927
2006,Electronica,0.012761280633413044,-0.7231403786002909,0.012761280633413044,-0.7231403786002909,0.29853915528418906,0.11341430414174757
2006,Pop,0.041555162169345905,-0.14518176035413946,0.04134838568919794,-0.10820843414999903,0.14573024529138634,0.2748367433559784
2006,R&B,0.07270482872446925,-0.08788598533971109,0.045634443645547466,-0.04959572174038485,0.22468342875273062,0.31618164552393363
2006,Rap,0.03189662966608215,0.08482854874658638,0.05571931625889265,0.0575280520904784,0.13305758804905332,0.2911827112216281
2006,Rock,-0.04646520415763814,0.041012618005457906,-0.0740386911523817,0.043679618218384175,0.13353522234555995,0.09254893694580552
2007,Country,0.006426153557561784,-0.25032778755590585,0.010061421414127249,-0.21475518750287556,0.1124241517084684,0.19318663325289873
2007,Pop,0.25732358021046225,0.321197841101938,0.2721057225889026,0.2804550360857034,0.1509525692572723,0.2132075452723063
2007,R&B,0.026672932735060582,0.32395345863898634,0.029564723144977517,0.3222192895019178,0.15656276484652992,0.31860666444367003
2007,Rap,0.2883420757932702,0.2434774843074995,0.30806390332316225,0.15747864456856042,0.16740092388433755,0.4038544036201777
2007,Rock,0.04170196575031752,0.1368695724614743,0.030262914244324896,0.1292976648822549,0.09506693113005332,0.12858343952602888
2008,Country,0.10156558312869826,-0.10841065717127123,0.10439751216827234,-0.10700239675950884,0.21849438263255674,0.19142379965911713
2008,Electronica,1.4597514929984472,0.366008900075526,1.251340735113109,0.46214078607357983,0.6815763778979269,0.4268408780276869
2008,Pop,0.03567701628823195,0.11656083147271358,0.06358845932095662,0.11904033383444576,0.17736693797646755,0.17688382486526788
2008,R&B,0.14724179291409664,0.18665981240168436,0.13691713195143956,0.16318235478114276,0.15578617665958028,0.3227774088946585
2008,Rap,0.13783380787158983,-0.06250861762862829,0.1665714283707222,-0.06821282516820598,0.14777553763079496,0.1287043078749046
2008,Rock,0.12858693046977054,0.1560111767754646,0.12260698161555668,0.18045437150090093,0.10598316754019577,0.154352431514739
2009,Country,-0.02285302441042926,-0.10523479904137761,-0.012800913126551655,-0.0652916184376989,0.09153217304356925,0.3384571492035149
2009,Electronica,0.10449505562253968,0.34352554206453656,0.11677383908783391,0.3031675300894765,0.21995925276345843,0.48924553211571176
2009,Pop,0.006103614896380398,0.2053160661129422,0.010273515399639388,0.13280872309189126,0.06776400336367709,0.33294304673977976
2009,R&B,0.06474013513587465,0.21494670394860776,0.061123140421760876,0.19098001444790336,0.1131207844218609,0.26755809759533733
2009,Rap,0.38684844323815953,0.11054072882988172,0.3680476532412891,0.10417597167424056,0.217698967835241,0.20347642681537023
2009,Rock,0.33094045021339624,0.21489108208238883,0.3424825674673211,0.17876760819860804,0.09458389155784798,0.356261744660307
2010,Country,0.05844733977998168,0.211184677793017,0.039367422149524434,0.2394363734319935,0.16212998158724345,0.2665201495169667
2010,Electronica,-0.06516352432107775,0.3152666465217561,-0.005957790118998295,0.3562714419110199,0.35296160607657306,0.40772342051296734
2010,Pop,0.1445230175770451,-0.008946614028846086,0.14935120739961938,-0.009224326385871066,0.07918884473004037,0.06813269815568926
2010,R&B,0.35392194827043505,0.09173807614747478,0.34980050926899386,0.10545590832365731,0.22053672078645906,0.2309123853344948
2010,Rap,0.050663480140387004,0.33395028446889774,0.04248573392201413,0.33670502720546397,0.21157854244064192,0.3137824787441436
2010,Rock,0.41588085611760894,0.41206461299050484,0.31542643846011603,0.3460646562017795,0.40005303948742565,0.3560984249817392
